sample_idx,vacancy_concentration_pred,vacancy_concentration_pred_platt,vacancy_concentration_std,vacancy_concentration_true,dopant_label,vacancy_concentration_pred_per_dopant_platt,_platt_bucket
250,14.958959197998048,14.380862624615052,0.1534874409437179,14.588783264160156,Mg,14.473833410403053,per_dopant:Mg
251,14.911528587341309,14.320828589961089,0.1668127685785293,14.462986946105955,Mg,14.415341897765128,per_dopant:Mg
252,14.87222900390625,14.271742501760652,0.1235410213470458,14.387555122375488,Mg,14.366877582224415,per_dopant:Mg
253,16.346532821655273,16.121172261651214,0.0914707832038402,16.398914337158203,Mg,16.18499164809839,per_dopant:Mg
254,16.329108428955077,16.09887808672962,0.0858578786253929,16.301624298095703,Mg,16.163503856317515,per_dopant:Mg
255,16.23343982696533,15.979595599814177,0.091275206208229,16.15119743347168,Mg,16.04552516776903,per_dopant:Mg
256,17.003050231933592,16.94896897596762,0.0725941188633441,16.630496978759766,Sn,16.997102366847432,per_dopant:Sn
257,17.01283187866211,16.96144789625101,0.0783015117049217,17.021129608154297,Sn,17.017602941726945,per_dopant:Sn
258,17.001491928100585,16.947088739182202,0.070933611690998,17.202388763427734,Sn,16.99383644186565,per_dopant:Sn
259,16.498695373535156,16.312007328244224,0.0399303030222654,16.527008056640625,Zn,16.859247649352497,per_dopant:Zn
260,16.49775924682617,16.31021272514765,0.0411914717406034,16.483699798583984,Zn,16.85359118208953,per_dopant:Zn
261,16.485080337524415,16.29444138175401,0.0435009021311998,16.32918357849121,Zn,16.776979934160195,per_dopant:Zn
262,16.186957931518556,15.926478700855997,0.0579784452915191,16.42275047302246,Mg,15.988203612399733,per_dopant:Mg
263,16.18236846923828,15.921509123637325,0.052468878775835,16.19873809814453,Mg,15.982543879428746,per_dopant:Mg
264,16.11341495513916,15.834508720727698,0.0624823071062564,16.064083099365234,Mg,15.897510284340822,per_dopant:Mg
265,16.80476303100586,16.70431595205914,0.0757175609469413,17.259624481201172,Sn,16.581528003645584,per_dopant:Sn
266,16.81161575317383,16.713449629315658,0.0921966955065727,17.743091583251953,Sn,16.59589007864503,per_dopant:Sn
267,16.807574844360353,16.706994374757215,0.0732029929757118,17.904170989990234,Sn,16.58742105946951,per_dopant:Sn
268,17.07674446105957,17.044814841283983,0.0724778845906257,17.24233627319336,Si,17.099355433954905,per_dopant:Si
269,17.074859619140625,17.042270996824914,0.0696309901773929,17.65757942199707,Si,17.097070813373193,per_dopant:Si
270,17.061613082885742,17.02591608522538,0.0738879285752773,17.94401741027832,Si,17.081014660833223,per_dopant:Si
271,16.60094337463379,16.442164722011626,0.070440924167633,16.59309959411621,Sn,16.154358607393373,per_dopant:Sn
