sample_idx,photo_dark_ratio_pred,photo_dark_ratio_pred_platt,photo_dark_ratio_std,photo_dark_ratio_true,dopant_label,method,atmosphere,concentration_at%,doi,element,is_sputter,photo_dark_ratio_pred_rank,photo_dark_ratio_pred_refined,photo_dark_ratio_alpha
0,2.473230123519897,2.2842009677781987,0.1161800477653741,4.0,Fe,RF magnetron sputtering,Ar,2.65,Original CSV,Fe,True,,2.2842009677781987,0.0
1,2.4646119594573976,2.2662713676792303,0.1372586451470852,4.296445846557617,Sn,RF magnetron sputtering,Ar,2.65,Original CSV,Sn,True,3.6736248724326863,2.4931591649343363,0.16121592513094485
2,2.8139012336730955,2.9929478338186004,0.1080456994473934,3.0413928031921387,Mg,RF magnetron sputtering,Ar,2.65,Original CSV,Mg,True,3.730733440474199,3.0806406250090856,0.11885944968213606
3,2.535450077056885,2.4136460418107126,0.1106306256726384,1.2301933765411377,Zn,RF magnetron sputtering,Ar,2.65,Original CSV,Zn,True,3.9136460418107126,2.4136460418901735,5.2973958700262216e-11
4,1.939700508117676,1.174222952072617,0.1187142614275217,,undoped,RF magnetron sputtering,Ar,0.0,DOI:10.3390/cryst13101434,—,True,,1.174222952072617,0.0
5,3.601240110397339,4.630961580094699,0.1641002889722585,,undoped,RF magnetron sputtering+O₂ plasma,O2_plasma,0.0,DOI:10.1016/j.apmt.2025.102851,—,True,,4.630961580094699,0.0
6,2.2368161916732787,1.792355230670553,0.0851153552532196,,undoped,RF magnetron sputtering on Si,N2,0.0,Mohammed ApplSurf 2022,—,True,,1.792355230670553,0.0
7,2.1035658359527587,1.5151354453673096,0.1242231633514165,,undoped,RF magnetron sputtering amorphous,Ar,0.0,DOI:10.1016/j.jallcom.2022.168255,—,True,,1.5151354453673096,0.0
8,2.086211633682251,1.4790310147147596,0.0786639027297496,,undoped,RF magnetron sputtering+O₂ anneal,O2,0.0,DOI:10.1002/advs.202101106,—,True,,1.4790310147147596,0.0
9,3.1103200912475586,3.6096304056008157,0.1090842183679342,,undoped,RF magnetron sputtering+O₂ plasma,O2_plasma,0.0,DOI:10.3390/photonics12111074,—,True,,3.6096304056008157,0.0
10,2.141744542121887,1.594564071806102,0.1495043009519577,,undoped,RF magnetron sputtering,Ar,0.0,DOI:10.1007/s11432-024-4092-3,—,True,,1.594564071806102,0.0
11,2.140912485122681,1.5928330245497349,0.1778884295374155,,undoped,RF magnetron sputtering+N₂,N2,0.0,DOI:10.1016/j.matlet.2023.133506,—,True,,1.5928330245497349,0.0
12,2.168141841888428,1.649482152394302,0.1340429075062275,,undoped,RF magnetron sputtering+vacuum,vacuum,0.0,DOI:10.1016/j.matlet.2023.133506,—,True,,1.649482152394302,0.0
13,2.399950361251831,2.131746590803522,0.1230266653001308,,undoped,RF magnetron sputtering+O₂,O2,0.0,DOI:10.1016/j.matlet.2023.133506,—,True,,2.131746590803522,0.0
14,1.6549230575561524,0.5817596653745145,0.1397908609360456,,undoped,RF magnetron sputtering,Ar+N2,0.0,ε-PMC review 2025 ref,—,True,,0.5817596653745145,0.0
15,2.925451946258545,3.2250227459353265,0.1076144263148307,4.505149841308594,Si,RF magnetron sputtering,Ar,2.34,DOI:10.1016/j.vacuum.2024.113564,Si,True,2.5863875335412887,3.1987744865932513,0.0411005513518099
16,2.685320806503296,2.7254435692223153,0.1199231676757335,2.384819269180298,Si,RF sputtering on FTO/TiO₂,Ar,2.34,DOI:10.1021/acsaelm.3c01332,Si,True,2.5863875335415636,2.7184159659065585,0.05053792366043843
17,2.122641658782959,1.5548216096621528,0.1311029411852359,,undoped,RF magnetron co-sputtering,Ar,0.0,DOI:10.3390/ma17133227,—,True,,1.5548216096621528,0.0
18,2.277103853225708,1.876171418819117,0.1718047469854355,1.9777235984802248,Sn,RF magnetron co-sputtering,Ar,2.1,DOI:10.3390/ma17133227,Sn,True,3.376171418819117,2.132777220613727,0.17107053452974041
19,2.37664008140564,2.0832508795584936,0.1439132750034332,2.008600234985352,Sn,RF magnetron co-sputtering,Ar,3.6,DOI:10.3390/ma17133227,Sn,True,2.654687850934274,2.1655809513663615,0.1440755077671149
20,2.3688932418823243,2.067134020599133,0.1401400834321975,2.004321336746216,Sn,RF magnetron co-sputtering,Ar,4.1,DOI:10.3390/ma17133227,Sn,True,1.6272766372050305,2.015339949367462,0.11775196503923313
21,2.6406490325927736,2.6325064846972714,0.1655469298362732,2.9095559120178223,Sn,RF magnetron sputtering,Ar:O2=1:1,3.0,DOI:10.1016/j.jallcom.2021.162551,Sn,True,1.1325064846972714,2.0937458228032506,0.35917377459601396
22,2.3820127487182616,2.094428408285206,0.1278746332973241,3.033423662185669,Sn,RF magnetron sputtering,Ar,1.0,SSRN:5149855,Sn,True,3.594428408285206,2.0944284083913685,7.077510039919574e-11
23,2.2954571723937987,1.9143544553436231,0.1122384779155254,2.698970079421997,Sn,RF magnetron sputtering,Ar,5.0,SSRN:5149855,Sn,True,0.41435445534362314,1.845160328002345,0.04612941822751877
24,2.2262567043304444,1.7703868179164997,0.1201034449040889,2.0,Sn,RF magnetron sputtering,Ar,8.0,SSRN:5149855,Sn,True,0.27038681791649966,1.7703868178228483,6.243420991585553e-11
25,3.1153577327728272,3.620110932234447,0.1064447283744812,3.939519166946411,Mg,RF magnetron sputtering,Ar,5.0,DOI:10.1016/j.matlet.2017.08.032,Mg,True,4.126944602725533,3.6776072138349893,0.11344211118577181
26,2.471223020553589,2.280025304228238,0.0763866953551769,2.0,Mg,RF magnetron sputtering,Ar,0.48,DOI:10.1016/j.surfcoat.2025.131940,Mg,True,0.7800253042282379,2.280025304168238,3.999999999840001e-11
27,2.529917907714844,2.4021366781848594,0.0922095026820898,3.0,Mg,RF magnetron sputtering,Ar,1.01,DOI:10.1016/j.surfcoat.2025.131940,Mg,True,1.1855214362627855,2.3309232378326348,0.05853406886446526
28,2.6033481121063238,2.554904041439594,0.0686083644628524,1.6989699602127075,Mg,RF magnetron sputtering,Ar,2.18,DOI:10.1016/j.surfcoat.2025.131940,Mg,True,3.4608301690940055,2.6304872666521146,0.08343199616972968
29,2.523356628417969,2.3884863098375564,0.0733174316585063,3.3424227237701416,Mg,RF magnetron sputtering+AlN,Ar,2.0,DOI:10.3390/coatings15111312,Mg,True,2.953231926441568,2.4418924476707105,0.09456671510670811
30,2.663021183013916,2.6790504710377587,0.0873222928494215,2.176091194152832,Zn,RF magnetron sputtering,Ar,3.0,DOI:10.1007/s13391-017-7072-y,Zn,True,4.179050471037758,2.6790504710977587,3.999999999840001e-11
31,2.6230927467346192,2.5959816306358845,0.061551034450531,1.6989699602127075,Zn,RF magnetron sputtering,Ar,0.5,ResearchGate Struct.Opt.Zn,Zn,True,1.0959816306358845,2.5959816305758845,3.999999999840001e-11
32,2.8587689876556395,3.0862926437354123,0.1000486385077238,2.477121353149414,Zn,RF magnetron sputtering,Ar,2.0,ResearchGate Struct.Opt.Zn,Zn,True,1.5862926437354123,3.0148979423930027,0.047596467561606404
33,2.2905325412750246,1.9041090404322536,0.1000997111201286,,undoped,RF magnetron sputtering,Ar:O2=3:1,2.0,DOI:10.1016/j.surfcoat.2025.131891,B,True,,1.9041090404322536,0.0
34,3.028995656967163,3.4404395461151984,0.076009277626872,1.0,B,RF magnetron sputtering,Ar,2.0,DOI:10.1016/j.optmat.2023.114431,Sb,True,,3.4404395461151984,0.0
35,2.4360042095184324,2.2067545712458867,0.0797774836421012,3.204119920730591,Sb,RF magnetron sputtering,Ar:O2=1:1,,DOI:10.1021/acsaelm.3c01332 ref,Bi+Cu,True,0.7067545712458867,2.2067545711858867,3.999999999840001e-11
36,2.6360518455505373,2.622942298560909,0.1852698862552642,,Bi,RF magnetron sputtering on p-Si,Ar,0.0,DOI:10.1021/acsphotonics.8b00174,—,True,1.122942298560909,2.622942298338059,1.4856666046266525e-10
37,2.531115007400513,2.4046271759854343,0.136193985491991,,undoped,RF magnetron sputtering,Ar,4.92,DOI:10.1016/j.matlet.2017.08.032,Mg,True,,2.4046271759854343,0.0
38,3.087656450271606,3.562479989742108,0.0994823351502418,3.698970079421997,Mg,RF magnetron sputtering,Ar,6.88,DOI:10.1016/j.matlet.2017.08.032,Mg,True,5.062479989742108,3.5624799898063606,4.283547955857356e-11
39,3.0773472785949707,3.541032344492699,0.1229376956820487,3.903090000152588,Mg,RF magnetron sputtering,Ar,8.58,DOI:10.1016/j.matlet.2017.08.032,Mg,True,5.041032344492699,3.541032344590823,6.54156752261772e-11
40,3.1224911212921143,3.634951541275288,0.1081782460212707,3.778151273727417,Mg,RF magnetron sputtering,Ar,0.72,DOI:10.1016/j.surfcoat.2025.131940,Mg,True,2.134951541275288,3.5705922687028955,0.04290618171492854
41,2.4701711654663088,2.277836979552561,0.0648683603852987,,Mg,RF magnetron sputtering,Ar,1.45,DOI:10.1016/j.surfcoat.2025.131940,Mg,True,2.3559480019971635,2.2847296531343413,0.08824200946375432
42,2.5300621509552004,2.402436768041332,0.0646072037518024,,Mg,RF magnetron sputtering,Ar,5.0,DOI:10.1007/s13391-017-7072-y,Zn,True,3.902436768041332,2.5441938115109255,0.09450469564639542
43,2.810418176651001,2.9857015318133038,0.0970714647322893,,Zn,RF magnetron sputtering,Ar,5.0,J.Semicond.44(6):062805 2023,Sn,True,4.485701531813303,2.98570153187448,4.0784473213969223e-11
44,2.7744463443756104,2.9108641809752807,0.1935361117124557,0.6989700198173523,Sn,RF magnetron sputtering+N₂,N2,5.0,J.Semicond.44(6):062805 2023,Sn,True,1.4108641809752807,2.9108641807321014,1.6211967126936927e-10
45,2.892814016342163,3.157121389310517,0.18555558770895,3.301029920578003,Sn,RF magnetron sputtering+air,air,5.0,J.Semicond.44(6):062805 2023,Sn,True,1.6571213893105168,2.75677943171172,0.2668946383991977
46,3.110715389251709,3.6104528006124377,0.2729476273059845,2.698970079421997,Sn,RF magnetron sputtering on SiC,Ar,5.0,ACS Omega 2024 review PMC,Al,True,2.1104528006124377,3.27686169967269,0.22239406729316494
47,3.791230583190918,5.026225951380626,0.1640079990029335,3.698970079421997,Al,RF magnetron sputtering+O₂ ann.+post ann.,O2,0.0,DOI:10.1021/acs.jpcc.2c07278,—,True,,5.026225951380626,0.0
48,2.681275987625122,2.7170285536305383,0.1036915257573127,,undoped,RF magnetron sputtering,Ar,0.0,DOI:10.3390/cryst13101434,—,True,,2.7170285536305383,0.0
49,2.1122854471206667,1.533276100398394,0.1330779246985912,,undoped,RF magnetron sputtering,Ar,0.0,DOI:10.3390/cryst13101434,—,True,,1.533276100398394,0.0
50,2.081834101676941,1.46992380838793,0.1613450828939676,,undoped,RF magnetron sputtering (glancing angle),Ar,0.0,DOI:10.1021/acsaelm.3c00502,—,True,,1.46992380838793,0.0
51,2.2718335390090942,1.8652068298864264,0.0984395131468773,,undoped,RF magnetron sputtering+Ag₂O,Ar,0.0,DOI:10.1021/acsami.2c03193,—,True,,1.8652068298864264,0.0
52,2.10047926902771,1.5087140184550933,0.1355599302798509,,undoped,RF magnetron sputtering,Ar,0.0,DOI:10.1364/OE.531784,—,True,,1.5087140184550933,0.0
53,2.1315603733062742,1.5733764878984258,0.1281381618231535,,undoped,RF magnetron sputtering,Ar,1.01,DOI:10.1016/j.surfcoat.2025.131940,Mg,True,,1.5733764878984258,0.0
54,2.5202796459198,2.3820848227802656,0.0488883087411522,,Mg,RF magnetron sputtering,Ar,0.0,Pearton APS Review 2018,—,True,3.8820848227802656,2.3820848228402656,3.999999999840001e-11
55,1.898918128013611,1.0893775301187962,0.1482425082474947,,undoped,RF magnetron sputtering+O₂,O2,0.0,Fang 2020 ApplSurf ref,—,True,,1.0893775301187962,0.0
56,2.218294095993042,1.75382106421316,0.1350313134491443,,undoped,RF magnetron sputtering,Ar,0.0,DOI:10.1016/j.vacuum.2024.113564,—,True,,1.75382106421316,0.0
