sample_idx,vacancy_concentration_pred,vacancy_concentration_pred_platt,vacancy_concentration_std,vacancy_concentration_true,dopant_label,method,atmosphere,concentration_at%,doi,element,is_sputter,vacancy_concentration_pred_rank,vacancy_concentration_pred_refined,vacancy_concentration_alpha
139,-1.66527156829834,2.0322810374089326,0.3667315099388361,,Sn,RF magnetron sputtering,,1.2,10.1364/OME.8.003506,Sn,True,0.5322810374089326,2.032281037272985,9.063162503880859e-11
140,-1.7580032348632812,1.9561573667068122,0.4266265745274722,,Sn,RF magnetron sputtering,,1.5,10.1364/OME.8.003506,Sn,True,0.4561573667068122,1.9561573665228325,1.2265326742231922e-10
141,-1.7199390411376954,1.9874043641570198,0.3669156114570796,,Sn,RF magnetron sputtering,N2,0.82,10.1016/j.mssp.2020.105430,Sn,True,0.4874043641570198,1.9874043640209358,9.072264316738163e-11
142,2.81771240234375,5.712374453017432,0.4153913863003254,,Sn,RF magnetron sputtering,N2,1.0,10.1016/j.mssp.2020.105430,Sn,True,4.212374453017432,5.712374452843014,1.1627819648126685e-10
143,2.847093772888184,5.7364936979199825,0.5021140964701771,,Sn,RF magnetron sputtering,,7.0,10.1016/j.mtphys.2020.100263,Zn,True,7.2364936979199825,5.736493698174829,1.6989795126033345e-10
144,14.406620597839355,15.22573988631527,2.04952130317688,14.748188018798828,Zn,RF magnetron sputtering,,0.69,10.1007/s13391-017-7072-y,Zn,True,,15.22573988631527,0.0
145,-2.370867729187012,1.4530552800183432,0.2148861286230385,,Zn,RF magnetron sputtering,,0.88,10.1007/s13391-017-7072-y,Zn,True,2.953055280018343,1.4530552800783432,3.999999999840001e-11
146,-2.44805793762207,1.3896896334598035,0.255491847358644,,Zn,RF magnetron sputtering,,0.96,10.1007/s13391-017-7072-y,Zn,True,2.8896896334598035,1.389689633525786,4.398832316129917e-11
147,-2.3688427925109865,1.4547175558991554,0.2337922137230634,,Zn,RF magnetron sputtering,,1.83,10.1007/s13391-017-7072-y,Zn,True,2.9547175558991556,1.4547175559591554,3.999999999840001e-11
148,-2.182119941711426,1.6079988386945276,0.2370632437057793,,Zn,RF magnetron sputtering,,2.49,10.1007/s13391-017-7072-y,Zn,True,0.10799883869452764,1.6079988386345274,3.999999999840001e-11
149,-2.193049049377441,1.5990271052634981,0.2368238307535648,,Zn,RF magnetron sputtering,,3.03,10.1007/s13391-017-7072-y,Zn,True,0.09902710526349812,1.5990271052034981,3.999999999840001e-11
150,-2.0944133758544923,1.6799973909154282,0.3523466360755264,,Zn,RF magnetron sputtering,,13.8,10.1016/j.physb.2011.08.061,Si,True,0.1799973909154282,1.6799973907899366,8.366110047624153e-11
151,-6.3373970031738285,-1.8030791071689731,0.0094498702324926,,Si,RF magnetron co-sputtering,Ar,0.0,DOI:10.3390/ma17133227,—,True,-0.3030791071689731,-1.8030791071089731,3.999999999840001e-11
152,14.644067192077635,15.420660424451793,2.705905723571777,,undoped,RF magnetron co-sputtering,Ar,2.1,DOI:10.3390/ma17133227,Sn,True,,15.420660424451793,0.0
153,15.81992835998535,16.385927971698255,2.68104248046875,16.301029205322266,Sn,RF magnetron co-sputtering,Ar,3.6,DOI:10.3390/ma17133227,Sn,True,,16.385927971698255,0.0
154,15.840439414978029,16.402765551069507,2.964320945739746,16.698970794677734,Sn,RF magnetron co-sputtering,Ar,4.1,DOI:10.3390/ma17133227,Sn,True,,16.402765551069507,0.0
155,16.12700710296631,16.63800972517276,3.06530704498291,17.0,Sn,RF magnetron co-sputtering,Ar,0.0,DOI:10.3390/ma17133227,—,True,,16.63800972517276,0.0
156,14.837299156188966,15.579285055605528,2.735181760787964,,undoped,RF magnetron co-sputtering,Ar,2.1,DOI:10.3390/ma17133227,Sn,True,,15.579285055605528,0.0
157,15.997236251831056,16.531480489750948,3.200039005279541,16.301029205322266,Sn,RF magnetron co-sputtering,Ar,3.6,DOI:10.3390/ma17133227,Sn,True,,16.531480489750948,0.0
158,16.2668550491333,16.7528112745974,2.8568767070770265,16.698970794677734,Sn,RF magnetron co-sputtering,Ar,4.1,DOI:10.3390/ma17133227,Sn,True,,16.7528112745974,0.0
159,16.296373748779295,16.777043253323164,3.0302484035491943,17.0,Sn,RF magnetron sputtering,O2_plasma,2.7375,10.1016/j.mssp.2022.106471,Mg,True,,16.777043253323164,0.0
160,9.461057090759278,11.16591370400744,2.0895983457565306,11.781827926635742,Mg,RF magnetron sputtering,O2_plasma,3.5649999999999995,10.1016/j.mssp.2022.106471,Mg,True,,11.16591370400744,0.0
161,9.54098415374756,11.231526041717848,2.0791032314300537,11.637248039245604,Mg,RF magnetron sputtering,O2_plasma,4.3925,10.1016/j.mssp.2022.106471,Mg,True,,11.231526041717848,0.0
162,9.400993156433106,11.11660706122736,1.7785446405410767,11.66969108581543,Mg,RF magnetron sputtering,Ar,5.835,DOI:10.1016/j.matlet.2017.08.032,Mg,True,,11.11660706122736,0.0
163,14.450386810302737,15.261667686050309,2.8118778228759767,14.539426803588867,Mg,RF magnetron sputtering,Ar,6.75,DOI:10.1016/j.matlet.2017.08.032,Mg,True,,15.261667686050309,0.0
164,14.090884971618651,14.966551674459716,2.599232721328735,14.497236251831056,Mg,RF magnetron sputtering,Ar,7.665,DOI:10.1016/j.matlet.2017.08.032,Mg,True,,14.966551674459716,0.0
165,13.555238342285156,14.526837937669185,2.650979423522949,14.34045124053955,Mg,RF magnetron sputtering,Ar,0.905,DOI:10.1016/j.surfcoat.2025.131940,Mg,True,,14.526837937669185,0.0
166,14.846123695373535,15.586529143195754,2.676836371421814,16.3971004486084,Mg,RF magnetron sputtering,Ar,1.33,DOI:10.1016/j.surfcoat.2025.131940,Mg,True,,15.586529143195754,0.0
167,15.096264839172363,15.791870670690665,3.1437565803527834,16.221872329711914,Mg,RF magnetron sputtering,Ar,1.755,DOI:10.1016/j.surfcoat.2025.131940,Mg,True,,15.791870670690665,0.0
168,16.321453857421876,16.7976315809377,2.71446852684021,16.094867706298828,Mg,RF magnetron co-sputtering,Ar,2.6,DOI:10.3390/ma17133227,Sn,True,,16.7976315809377,0.0
169,15.67278594970703,16.265138377363737,3.313617467880249,16.51854705810547,Sn,RF magnetron co-sputtering,Ar,3.1,DOI:10.3390/ma17133227,Sn,True,,16.265138377363737,0.0
170,15.60948657989502,16.21317575702361,3.160716676712036,16.691204071044922,Sn,RF magnetron co-sputtering,Ar,3.6,DOI:10.3390/ma17133227,Sn,True,,16.21317575702361,0.0
